ShareRaceByCity
Geographic area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
TX,Morning Glory CDP,49604,71.2,15.6,85.9,0.2,0.5,0,98
TX,Morse CDP,(X),62.2,35.1,92.5,0.7,0,0,30.6
TX,Morton city,30857,61.1,39.9,70.3,4.6,1.2,0.2,61.1
TX,Moulton town,55000,72.7,25.9,84.5,0.7,0,0.1,21.4
TX,Mountain City city,69173,80,19.3,90.9,0.3,0.8,0.8,22.4
TX,Mount Calm city,74881,87.9,26.4,80.6,7.2,0.6,0.3,20.3
TX,Mount Enterprise city,53750,83.2,14.7,86.4,7.6,0,0,8.3
TX,Mount Pleasant city,26389,80.7,15.4,57.8,14.7,1.2,1.1,51
TX,Mount Vernon town,30481,7.9,26.9,75.7,12,1.1,0.6,14.7
TX,Muenster city,45365,78.1,26.8,97.7,0.1,0.3,0.6,3.9
TX,Muleshoe city,34479,95.8,1.6,75.2,1.3,1.5,0.4,64.3
TX,Mullin town,23716,83,9.3,89.4,0,0,0,18.4
TX,Munday city,30493,92.2,5.3,70.5,7,0.5,0,38.2
TX,Muniz CDP,28194,80.1,11.1,91.3,0,0,0,99.8
TX,Murchison city,52083,42.2,41.4,91.6,1.9,0,0,10.6
TX,Murillo CDP,48333,52.6,31.6,91.7,0.7,0.3,0.8,96.1
TX,Murphy city,48393,6.3,0,60.4,10.9,0.5,23.4,7.8
TX,Mustang town,23750,26.7,72.5,81,19,0,0,0
TX,Mustang Ridge city,62813,37.5,59.4,73.5,1.4,0.3,0.6,63.9
TX,Myrtle Springs CDP,57679,90.5,36.9,90.9,1.6,1.2,0.4,7.6
TX,Nacogdoches city,41724,80.8,31.5,58.5,28.8,0.5,1.8,16.8
TX,Naples city,33125,81.9,11.9,65.7,28.7,0.9,0,4.6
TX,Narciso Pena CDP,31071,71.6,10.2,93.3,0,6.7,0,100
TX,Nash city,-,78.4,8.5,63.4,23.8,1.3,0.8,14.3
TX,Nassau Bay city,27188,13.2,55.8,85.9,3.4,0.8,3.5,14.3
TX,Natalia city,41818,86.6,8.3,77.8,0.3,1,0.3,83.6
TX,Navarro town,60135,83,19.9,89,5.2,1,1.9,6.7
TX,Navasota city,87955,80.9,16.2,52.4,30.6,0.5,0.4,38.4
TX,Nazareth city,43889,75.1,26.3,98.7,0.3,1,0,10.6
TX,Nederland city,26875,82.5,26.1,87.8,4,0.3,2.8,10.7
TX,Needville city,50389,0,0,74.9,10.4,0.4,0.5,24.7
TX,Nesbitt town,45000,51.6,61.3,81.1,17.1,0.7,0,0.4
TX,Netos CDP,105125,71.9,26,100,0,0,0,100
TX,Nevada city,23611,80.3,12.3,91.5,2.8,0.9,0.6,9
TX,Newark city,48125,93.1,5.2,88.4,0.2,0.4,0.3,19.2
TX,New Berlin city,38182,90.5,16,93.3,2.3,0.2,0,10.2
TX,New Boston city,(X),45.9,41.9,76,18.5,0.8,0.5,4.5
TX,New Braunfels city,24375,77.2,18.5,86.8,1.9,0.7,1,35
TX,Newcastle city,-,81.1,13.7,99,0,0,0,3.9
TX,New Chapel Hill city,-,92.5,5.5,92.3,2,0,0.5,8.8
TX,New Deal town,38056,56.8,48.6,83.4,0.9,0.6,0,36.8
TX,New Fairview city,35833,94.6,20.3,85.7,0.7,2.3,0,17.3
TX,New Falcon CDP,61316,80.3,19,89.5,0,1,0.5,98.4
TX,New Home city,76250,33,53.2,87.4,0.3,0.3,0,52.7
TX,New Hope town,66299,64.8,22.3,93.5,0,1.1,0.3,12.2
TX,New London city,28026,54.5,0,87.1,6.5,0.3,0.1,7.3
TX,New Summerfield city,65000,65.2,0,76.3,2.7,2.6,0.2,71.5
TX,New Territory CDP,29563,80.9,27.4,47.4,6.3,0.2,40.9,8.3
TX,Newton city,47917,56.5,29.8,62.1,35.3,0.4,0.7,4.6
TX,New Waverly city,113125,73.7,7.2,63.7,28.3,0.6,0.5,10.8
TX,Neylandville town,44000,95.2,12.2,41.2,43.3,0,0,15.5
TX,Niederwald city,36731,89.9,7.5,78.2,2.1,0.9,0.4,45.1
TX,Nina CDP,38903,79.8,30.3,99.3,0.7,0,0,100
TX,Nixon city,35781,76.9,19.4,70.1,2.8,0.8,0.3,76.3
TX,Nocona city,59667,57.6,24.5,89.7,0.5,0.8,0.2,19.1
TX,Nocona Hills CDP,35619,59.3,15.8,97,0.9,0.7,0,5.3
TX,Nolanville city,23750,98.2,1.2,70.5,13.9,1.2,1.9,21.9
TX,Nome city,33850,82,12.7,71.4,18.4,0.3,0,14.1
TX,Noonday city,33715,74.2,20.3,87.5,9.4,0.3,0.3,6
TX,Nordheim city,38750,64,22,84.7,2.6,1,0,35.2
TX,Normangee town,36293,81.6,27.2,72.4,17.7,0.9,0.1,9.5
TX,Normanna CDP,115387,93.3,9.9,84.1,2.7,0,0,48.7
TX,North Alamo CDP,-,66.4,15.6,99.1,0.2,0.1,0,93
TX,North Cleveland city,51917,67.1,28.7,73.3,3.6,0.4,0.8,25.9
TX,North Escobares CDP,38109,75.4,23.7,100,0,0,0,100
TX,Northlake town,32357,37.2,19.6,84.5,4.9,1.2,2.1,11.7
TX,North Pearsall CDP,27609,86.1,15.6,85.3,0.3,0,0,84.2
TX,North Richland Hills city,-,62.1,24.7,83.8,4.8,0.7,2.8,15.6
TX,Northridge CDP,40588,94.1,3.3,100,0,0,0,100
TX,North San Pedro CDP,67905,16.7,93.3,75.5,0,0.2,0,98.3
TX,Novice city,31650,75.7,10.6,96.4,0,0.7,0,2.9
TX,Oak Grove town,50750,67.1,25.4,95.5,2.7,0.2,0.2,4.3
TX,Oakhurst CDP,45650,85.2,30,84.1,13.3,0,0,3.9
TX,Oak Island CDP,56875,84.4,22.4,65,1.4,0,17.6,22
TX,Oak Leaf city,57260,-,-,82.6,11.6,0.5,0.8,8.9
TX,Oak Point city,55385,93.2,17.1,89.6,2.4,0.3,0.8,14.3
TX,Oak Ridge town (Cooke County),(X),94.5,7.1,94.3,0,2.1,0,9.9
TX,Oak Ridge town (Kaufman County),-,66.6,26.2,83,10.9,1.2,0,8.1
TX,Oak Ridge North city,79028,92.9,7.9,93.8,1.3,0.4,1.2,10.2
TX,Oak Trail Shores CDP,52292,68.4,20.1,81.7,1.2,0.7,0.3,30.3
TX,Oak Valley town,66250,97.8,5.3,92.4,1.9,0,0.8,12
TX,Oakwood town,29221,94.2,8.5,65.1,29.2,1,0.6,7.1
TX,O'Brien city,59721,85,8.4,68.9,0,0,0.9,44.3
TX,Odem city,29545,97.7,27.6,88.1,0.6,0.2,0,79.2
TX,Odessa city,49375,0,100,75.4,5.7,1,1.1,50.6
TX,O'Donnell city,42005,91.7,10.1,73.4,1.2,0.6,0.4,62.8
TX,Oglesby city,53229,76.3,20.7,87,1,0,0,18.8
TX,Oilton CDP,"-2,500",93.8,0.9,81.6,1.4,0,0.3,97.5
TX,Old Escobares CDP,48750,85.3,28.4,100,0,0,0,100
TX,Old River-Winfree city,81016,88.8,9.5,89,4.9,0.2,0.1,6.9
TX,Olivarez CDP,36726,74.7,19,90.2,0.1,0.1,0.2,97.9
TX,Olivia Lopez de Gutierrez CDP,41442,86.8,15.1,98.9,0,0,1.1,100
TX,Olmito CDP,131698,75.9,17.1,62.8,0.6,1.5,0,95.8
TX,Olmito and Olmito CDP,34286,80.1,8.8,100,0,0,0,100
TX,Olmos Park city,24375,53.6,91.9,94.1,0.6,0.6,0.8,20
TX,Olney city,(X),69.7,20.5,88.9,2.2,0.8,0.4,20.6
TX,Olton city,60417,88.9,7.6,64.7,0.7,1.7,0,69.5
TX,Omaha city,-,78.9,20.7,77.2,15.8,0.5,0.7,6.2
TX,Onalaska city,35833,57.8,26.1,90.9,5,1,0.7,3.5
TX,Opdyke West town,34028,89.8,3.3,76.4,4.6,0,0,44.3
TX,Orange city,47115,83.9,29.9,60.9,33.2,0.3,1.7,5.2
TX,Orange Grove city,42366,84.2,42.5,87.4,0.7,0.3,0.2,51.2
TX,Orason CDP,63125,93.8,23.4,82.9,0.8,0,0,92.2
TX,Orchard city,63750,82.9,15.5,84.1,4.3,0.3,0.3,36.4
TX,Ore City city,40417,32.9,22.3,85,7.3,1.4,1.3,10.1
TX,Overton city,32000,55.3,25.7,80,16.1,0.4,0.1,4
TX,Ovilla city,(X),72.1,31.7,86.6,8.7,0.5,0.6,8.1
TX,Owl Ranch CDP,31810,85.8,8.8,80.9,0,7.1,0,97.8
TX,Oyster Creek city,30625,81.5,24.5,83.5,3.8,1.6,0.4,23.5
TX,Ozona CDP,-,87.7,18.1,82.1,0.7,0.9,0.3,68.2
TX,Pablo Pena CDP,58583,87.8,5.8,100,0,0,0,100
TX,Paducah town,40521,78,19.2,79.7,10.2,0.1,0,22.3
TX,Paint Rock town,63766,79.6,18.9,81.7,0,2.6,0.7,27.8
TX,Paisano Park CDP,-,84.9,3,93.8,2.3,0,0,95.4
TX,Palacios city,37730,56.6,24.2,67.2,4.4,1.5,9,60.4
TX,Palestine city,19821,80.8,22.7,62.1,23.3,0.5,0.9,21.9
TX,Palisades village,85078,0,23.3,97.5,0,1.5,0,6.2
TX,Palmer town,78565,97.5,5.5,84,2.5,0.8,0.2,30.4
TX,Palmhurst city,18984,61.7,17.1,94.5,0.7,0.2,0.8,78.7
TX,Palm Valley city,95268,92.1,7.7,95.3,0.6,0.5,0.7,23.5
TX,Palmview city,88723,-,-,98.8,0.1,0,0.1,97.2
TX,Palmview South CDP,42188,62.6,17.7,98.9,0,0.1,0.1,84
TX,Palo Blanco CDP,65781,52.9,22.5,99.5,0,0,0,97.5
TX,Paloma Creek CDP,88500,90.7,3.5,74.1,15.6,1.3,1.2,15.5
TX,Paloma Creek South CDP,29267,84.7,0,68.1,20.7,0.7,3.1,16
TX,Palo Pinto CDP,50625,54.2,50.4,86.8,3.6,0,0,13.8
TX,Pampa city,46875,91,1.8,80.9,3.3,0.8,0.4,26
TX,Panhandle town,(X),95.7,6.1,94,0.6,1.3,0.2,9.8
TX,Panorama Village city,43103,79.1,3.2,96.4,1.1,0.2,0.6,5.6
TX,Pantego town,59337,87.8,3.3,89.7,6.1,0.1,2.2,5.5
TX,Paradise city,29185,98.1,6.1,97.5,0.2,0.2,0,12.5
TX,Paris city,49531,62.7,24.7,67.4,23.4,1.5,0.9,8.2
TX,Parker city,53523,85.2,11.9,81.5,3,0.8,7.9,10.8
TX,Pasadena city,60625,85.4,14.2,75.3,2.3,0.7,2.1,62.2
TX,Pattison city,26107,59.3,15.5,79.9,4.9,0.4,0.4,29
TX,Patton Village city,-,67.4,23.6,83.8,1,1.3,0.4,20.7
TX,Pawnee CDP,21027,76.4,12.1,83.7,0,0,0,76.5
TX,Payne Springs town,(X),61,26.9,94,0.5,1.3,0.3,4.2
TX,Pearland city,118917,74.2,23.4,62,16.4,0.5,12.4,20.5
TX,Pearsall city,36186,68.6,16.3,78.9,1.3,0.5,3.3,85.1
TX,Pecan Acres CDP,31522,84.7,16.5,90.6,1.9,0.6,0.6,8.7
TX,Pecan Gap city,35238,59.8,44.7,93.1,2.5,0,0,3.9
TX,Pecan Grove CDP,33250,-,-,86.1,6.4,0.3,2,14.1
TX,Pecan Hill city,37250,44.7,49.8,88.5,2.2,1,0,14.1
TX,Pecan Plantation CDP,40126,8.1,30.5,97.6,0.2,0.3,0.6,3.2
TX,Pecos city,57083,97.3,4.7,77.5,1.9,0.4,1,83.2
TX,Pelican Bay city,48529,79.8,16.5,92.4,0.6,0.8,0.6,12.3
TX,Pena CDP,36719,66.8,22.4,98.3,0,0,0,77.1
TX,Penelope town,38250,89.7,18.2,84.3,1,0,1,25.3
TX,Penitas city,43295,74.8,33.2,99.4,0,0.1,0,98.2
TX,Perezville CDP,90000,94.2,24.8,98.9,0.1,0.4,0.1,72.9
TX,Perrin CDP,(X),87.5,21.2,95.2,0.5,0,1,11.1
TX,Perryton city,39063,78.4,19.9,84.7,0.4,1.1,0.3,51.8
TX,Petersburg city,51458,84.1,0,69.8,2.4,1.5,0.2,65.8
TX,Petrolia city,-,68.7,22.7,93.1,1.3,1.3,0.3,4.8
TX,Petronila city,31859,87.5,16.7,80.5,0.9,0,0.9,59.3
TX,Pettus CDP,44583,84.6,18.7,78.5,0.5,2.7,0.2,51.6
TX,Pflugerville city,-,94.8,3.4,64.1,15.5,0.6,7.4,27.7
TX,Pharr city,37873,0,26.2,85.1,0.6,0.5,0.5,93
TX,Pilot Point city,36348,70,26.5,75.6,3.8,1.7,0.3,28.2
TX,Pine Forest city,74063,65.6,17.5,95.5,0.2,1.4,0,5.3
TX,Pine Harbor CDP,48661,-,-,89.8,2.6,2.2,0,4.7
TX,Pinehurst CDP,78068,71.7,28.2,81.5,1.4,1.5,0.2,29.8
TX,Pinehurst city,73571,64.3,18.6,79.9,14.8,1,0.8,6.1
TX,Pine Island town,34358,65.4,0,60.8,11.9,1.8,0.1,36.7
TX,Pineland city,30893,71,21,73.4,21.9,0.5,0.2,5.2
TX,Pinewood Estates CDP,28864,81.7,23.8,95.1,1.3,0.5,0.5,5.9
TX,Piney Point Village city,76447,89,12.9,85.1,1.7,0.1,11,4.5
TX,Pittsburg city,107873,80.2,9.9,51.2,25.9,0.8,0.2,33.7
TX,Placedo CDP,34583,78.2,13.7,69.7,3.3,0.1,0,74.4
TX,Plains town,42205,93,4.7,75.4,0,0.6,0,58.1
TX,Plainview city,73380,51,32.9,68.5,5.2,1.1,0.5,59.6
TX,Plano city,61250,59.5,40.3,66.9,7.6,0.4,16.9,14.7
TX,Pleak village,65463,71,31.2,70.4,3.2,1.1,0.8,51.7
TX,Pleasant Hill CDP,48611,95,6.3,57.1,5,0,0.6,55.4
TX,Pleasanton city,32025,96.1,5.5,88.6,0.7,0.6,0.7,56.3
TX,Pleasant Valley town,136094,80.7,11.6,91.4,0,1.8,0.3,6.5
TX,Plum Grove city,48004,79.7,14,91.5,0.3,0.3,0,12.3
TX,Point city,68750,94.9,11,91.7,2.3,0.6,0.5,7.6
TX,Point Blank city,40625,95.7,6.4,84,12.9,1.2,0,3.5
TX,Point Comfort city,61875,91.5,11,84.1,0.7,0.7,7.5,31.5
TX,Point Venture village,41875,86.9,5.1,94.6,0.9,0.3,1,8.3
TX,Ponder town,95972,84.1,25.6,91.4,3.1,0.4,0.4,12.5
TX,Port Aransas city,33311,92.5,4.2,94.2,0.3,0.9,1.3,7.7
TX,Port Arthur city,108646,71.5,19.9,36.1,40.7,0.7,5.9,29.6
TX,Porter Heights CDP,40625,76,4.8,85.7,0.7,2.2,0.3,23.3
TX,Port Isabel city,106466,61.7,32,83.3,0.5,0.3,0.5,76.5
TX,Portland city,52625,56.6,0,88.2,1.6,0.6,1.3,35.3
TX,Port Lavaca city,87930,82.4,16,76.6,3.8,0.5,6.1,56.6
TX,Port Mansfield CDP,46283,93.1,4.5,92.9,0,0,0.4,22.6
TX,Port Neches city,32008,64,24.6,90.9,1,0.5,2.4,9.9
TX,Port O'Connor CDP,-,92.2,2.8,86.8,0.9,0.6,1.3,22.3
TX,Post city,44732,91.1,7.4,82,7.4,0.6,0.1,51.6
TX,Post Oak Bend City town,34057,96.9,4.4,91.3,1.3,0.7,1,7.1
TX,Poteet city,27054,90.9,18.9,80.4,1,1.1,0.2,87
TX,Poth town,54265,90.6,4.6,86.6,0.8,0.4,0.2,57.1
TX,Potosi CDP,50482,65.2,15.1,92.3,1.3,0.2,1.6,6.9
TX,Pottsboro town,40000,79.6,36.9,92.5,0.4,2.5,0.9,4.5
TX,Powderly CDP,38173,25.3,100,93.9,1.4,2.2,0.1,2.2
TX,Powell town,53438,67.9,8.3,69.1,27.2,0,0,4.4
TX,Poynor town,58750,52.2,26,96.1,1.6,0.3,1,2.3
TX,Prado Verde CDP,76459,64.4,37.9,89,1.6,0,0.4,68.7
TX,Prairie View city,34708,83.1,8.9,4.9,88.6,0.2,0.4,7.7
TX,Premont city,47292,72.6,14.4,90,0.5,0.6,0,84.5
TX,Presidio city,60893,66.7,27.2,84.9,0.6,0.4,1.7,93.8
TX,Preston CDP,19622,82.4,13.8,94.8,0.1,1.2,0.6,2.1
TX,Primera town,46690,75,3.2,85.2,0.6,0.7,0.1,88.7
TX,Princeton city,39313,74.1,15.4,78.3,6.4,0.7,1.2,24.2
TX,Progreso city,59464,92.9,8,84,0.2,0.6,0.1,98.4
TX,Progreso Lakes city,22794,62,33.9,97.9,0.8,0.4,0,63.8
TX,Prosper town,130500,72.5,16.1,87.1,5.3,0.6,1.9,10.8
TX,Providence CDP,"250,000",88,4.6,87.4,5.1,0.7,0.9,13.9
TX,Pueblo East CDP,31353,74.2,48.1,(X),(X),(X),(X),(X)
TX,Pueblo Nuevo CDP,30260,79.7,30.5,96.5,0,1,0,97.7
TX,Putnam town,46106,87.1,18.3,96.8,0,0,0,3.2
TX,Pyote town,43424,68.1,16.7,85.1,0.9,6.1,0,28.1
TX,Quail CDP,83793,86.7,27.6,94.7,0,5.3,0,0
TX,Quail Creek CDP,41098,99,1.3,87,4.2,0.4,0.2,32.1
TX,Quanah city,53382,99.2,3.9,84,7,0.4,0.3,20.4
TX,Queen City city,55494,72,27.4,78.7,18.2,0.2,0.2,2
TX,Quemado CDP,54659,62.6,28.3,99.6,0,0,0,93.5
TX,Quesada CDP,50139,67.1,15.8,96,0,0,0,100
TX,Quinlan city,30417,74.3,25.2,94.1,0.6,0.9,1.1,9.1
TX,Quintana town,49375,93.5,7.5,80.4,1.8,0,1.8,26.8
TX,Quitaque city,63500,75.8,32.2,81,5.1,0.2,0,27
TX,Quitman city,81094,54.7,21.6,90,5.1,0.3,1.1,4
TX,Radar Base CDP,87258,78.1,20.6,91.5,0.1,0,1.6,95.8
TX,Rafael Pena CDP,48604,83.6,4.9,100,0,0,0,100
TX,Ralls city,32863,73.2,18.7,75.9,1.7,0.9,0.2,58
TX,Ramireno CDP,(X),76.6,30.6,74.3,0,0,0,97.1
TX,Ramirez-Perez CDP,31765,83.8,28.7,93.6,0,0,0,98.7
TX,Ramos CDP,62561,89.2,7.3,76.7,0,0,0,100
TX,Ranchette Estates CDP,45560,97,7.3,75,2.6,0.7,0,96.1
TX,Ranchitos Del Norte CDP,12321,88.6,3.4,95.5,0,0,0,100
TX,Ranchitos East CDP,60768,97.3,10.7,100,0,0,0,100
TX,Ranchitos Las Lomas CDP,57991,71.9,27.3,84.6,0.4,0,0,97.4
TX,Rancho Alegre CDP,48000,74.7,38.1,86.8,0.1,0.1,0,95.7
TX,Rancho Banquete CDP,80938,65.8,32.8,75.9,1.9,0,0.2,93.9
TX,Rancho Chico CDP,31100,89.9,7.3,81.8,2.5,2,0,88.9
TX,Ranchos Penitas West CDP,60750,78.6,23.2,63.2,0.3,1.2,0,98.1
TX,Rancho Viejo town,76458,100,32.9,90.8,0.9,0.2,4,64.7
TX,Rancho Viejo CDP,53889,93.4,12.5,99.1,0,0,0,100
TX,Randolph AFB CDP,52880,85.7,7.8,75.9,9.9,0.8,4.1,15.1
TX,Ranger city,19500,54.2,13.1,85.5,3.5,1.2,0.2,16.6
TX,Rangerville village,41364,81.5,1.6,85.8,0,0,1,85.8
TX,Rankin city,117917,63.8,24.3,87.1,1.9,1.5,0,27.6
TX,Ransom Canyon town,29861,79.1,12.6,95.8,0.9,0,0.9,7.1
TX,Ratamosa CDP,31100,91.8,4.1,99.6,0,0,0,73.2
TX,Ravenna city,25668,95.1,14.2,93.3,1,1.4,0,5.7
TX,Raymondville city,44694,91,10.5,85.9,3.5,0.2,1.1,86.9
TX,Realitos CDP,50966,64.7,17.7,65.8,0,0,0,95.7
TX,Redfield CDP,41667,89.1,27.4,81,12,0,0,19.7
TX,Redford CDP,29088,82.6,0,76.7,0,10,0,90
TX,Redland CDP,72188,80.7,45.7,61.3,22,1.3,0.5,22.9
TX,Red Lick city,115203,63.9,23.9,91,4.5,1.7,0,3.8
TX,Red Oak city,85440,39.1,24.3,71.7,16.9,0.6,0.5,20.6
TX,Redwater city,-,80.4,9.1,85.9,10,0.8,0.2,2
TX,Redwood CDP,18107,76.1,28.1,66.7,1.7,1.4,0.4,88.1
TX,Refugio town,30625,85.4,22,76.2,11.4,0.3,0.2,51.9
TX,Regino Ramirez CDP,52500,47.3,50,87.1,0,0,0,100
TX,Reid Hope King CDP,(X),77.4,4.3,88.4,0.4,0,0,97.7
TX,Reklaw city,52232,97,8.9,88.4,6.3,0.3,2.4,16.9
TX,Relampago CDP,31505,99.4,5.2,90.2,0,0,0,94.7
TX,Rendon CDP,35387,-,-,85.3,5.9,0.6,0.9,14.3
TX,Reno city (Lamar County),10859,36.9,80.1,88.6,5.1,1.6,1,3.9
TX,Reno city (Parker and Tarrant Counties),-,87.8,0,94.5,0.1,1,0.2,9.6
TX,Retreat town,35707,70.4,1.5,83.3,4.2,0,0,17.5
TX,Rhome city,56250,86.7,11.1,87,0.7,1.4,0.5,12.5
TX,Ricardo CDP,32262,91.1,6.8,88.2,0.6,0.3,0.6,73
TX,Rice city,41944,82.1,15.6,69.4,5.1,1.1,0,33.7
TX,Richardson city,43028,84.3,24.6,67.1,8.6,0.5,15.1,16
TX,Richland town,-,18.3,56.2,89,4.5,1.1,0.4,7.6
TX,Richland Hills city,37574,-,-,84,2.5,0.8,1.3,19.1
TX,Richland Springs town,-,72.5,27.2,92.9,0.6,0.3,0,13.3
TX,Richmond city,-,60.5,52.3,60.6,18,0.9,1,55.4
TX,Richwood city,(X),65.1,33.1,75,8.3,0.9,1.3,35.5
TX,Riesel city,-,87,15,91.6,0.9,0.8,0.3,8.7
TX,Rio Bravo city,-,38.3,53,94.5,0.1,0.3,0.1,98.9
TX,Rio Grande City city,15966,-,-,92.1,0.2,0.3,0.8,94.3
TX,Rio Hondo city,(X),64.5,21.2,90.2,0.5,0.3,0.1,84.5
TX,Rio Vista city,30469,100,0,94.3,0.2,1.5,0.1,9.6
TX,Rising Star town,(X),100,100,93.8,0.7,0.4,0.4,10.4
TX,Rivera CDP,(X),27.9,35.3,100,0,0,0,71
TX,Rivereno CDP,30667,0,0,98.4,0,0,0,100
TX,River Oaks city,64575,-,-,78.3,0.9,1,0.7,48.6
TX,Riverside city,-,31.3,65.7,78,14.1,0.8,0.2,9.2
TX,Riviera CDP,88250,28.6,70.9,80.6,0.1,0,0.1,73.4
TX,Roanoke city,31250,42.9,29.2,84.8,3.4,0.9,2.6,16.9
TX,Roaring Springs town,(X),94.6,7,94.4,0,3.4,0,7.3
TX,Robert Lee city,56544,35.7,61,89.1,0.1,2.1,0,23.3
TX,Robinson city,96389,55.6,43.6,88,3.8,0.6,0.5,14
TX,Robstown city,-,94.3,12.4,84.4,1.6,0.4,0.2,93.6
TX,Roby city,51563,71,0,85.7,3.7,0.2,0,35.1
TX,Rochester town,20938,98.6,3.3,72.5,6.5,0.6,0,37.3
TX,Rockdale city,17279,76.7,12.6,72.6,13.4,0.9,0.6,28.2
TX,Rockport city,21250,36.5,51.9,88.7,1.5,0.7,2.4,20.8
TX,Rocksprings town,-,73.2,4.5,81.3,0.9,1.1,0.4,74.5
TX,Rockwall city,40435,97.1,2.2,82.4,5.9,0.6,3,16.6
TX,Rocky Mound town,58690,0,100,54.7,40,0,0,9.3
TX,Rogers town,67013,84.4,10.9,72.5,4.5,1.2,0.2,34.5
TX,Rollingwood city,43125,59.9,40.9,95,0,0.2,2.3,6.5
TX,Roma city,47778,52.5,70.7,98.9,0.1,0.1,0,94.8
TX,Roma Creek CDP,36318,61.7,57.6,100,0,0,0,99.7
TX,Roman Forest town,16645,77.8,76.4,92,1.3,0.4,1.9,10.3
TX,Ropesville city,20660,83,39,90.1,1.6,1.8,0.2,49.1
TX,Roscoe city,32431,95.4,9.7,78.8,1.8,1.3,0,42.9
TX,Rosebud city,-,84.2,9.7,66.8,17.8,0.2,0.1,29.2
TX,Rose City city,77196,93.9,18,92.4,0.8,0.2,0,14.1
TX,Rose Hill Acres city,68523,59.6,16.6,95.7,0,0,1.1,5
TX,Rosenberg city,56463,77.4,23,61.1,13.4,0.6,1,60.3
TX,Rosharon CDP,56058,66.7,62.7,59.5,18.8,0.3,0,46.7
TX,Rosita CDP,68125,41.4,58.8,82,0.2,13.8,0,86.4
TX,Ross city,(X),80.5,12.2,99.6,0.4,0,0,7.1
TX,Rosser village,44688,31.8,47.7,61.7,31.9,1.5,0,6.3
TX,Rotan city,72427,89.2,7,79.2,6.3,0.7,0.5,35.6
TX,Round Mountain town,27321,88.9,12.3,88.4,1.7,1.1,2.8,11.6
TX,Round Rock city,50126,85.8,13.3,70.8,9.8,0.7,5.2,29
TX,Round Top town,37500,84.4,10.8,100,0,0,0,1.1
TX,Rowlett city,46559,88.1,9.9,71.8,13.4,0.6,6.6,16.5
TX,Roxton city,66311,95.7,33.8,69.7,24.6,0.9,1.1,1.8
TX,Royse City city,47500,80.5,18.9,81,8.3,0.8,1.1,18.8
TX,Rule town,25574,92.2,10.6,84.3,2.4,0,0.3,26.1
TX,Runaway Bay city,29597,74.3,32,95.6,0.2,1.2,0.2,7.2
TX,Runge town,37743,82.8,10.6,80.1,2.1,0,0.5,68.5
TX,Rusk city,54375,90.9,11.2,67.5,26.5,0.2,0.5,12.1
TX,Sabinal city,31776,64.5,21.6,79.6,0.4,0.4,0.1,66.5
TX,Sachse city,-,89.2,15.6,71.9,8.9,0.8,11.1,13.9
TX,Sadler city,43073,90.6,18.3,95.6,0,0,0,5
TX,Saginaw city,46625,43.5,44.2,83,4.3,0.8,1.8,23.6
TX,St. Hedwig town,44031,59.8,30.5,91.9,2.7,0.2,0.1,14.9
TX,St. Jo city,61358,68.9,22.4,90.9,0.1,1,1.2,10.2
TX,St. Paul town,30500,81.1,18.1,91.7,1.2,0.3,3.8,9.9
TX,St. Paul CDP,41250,73.7,26.4,80.1,0,0,0,71.6
TX,Salado village,72943,-,-,91.9,0.9,0.8,0.8,9.5
TX,Saline_o CDP,30900,72.9,14.7,98,0,0,0,93.5
TX,Saline_o North CDP,40511,78.4,25.4,100,0,0,0,97.4
TX,Sammy Martinez CDP,29792,61.9,9.7,100,0,0,0,100
TX,Samnorwood CDP,34567,91,11.4,98,0,2,0,0
TX,Sam Rayburn CDP,47865,79,36.2,94.2,2.1,0.6,0.5,5.8
TX,San Angelo city,34402,85.3,15.6,80.4,4.6,0.8,1.1,38.5
TX,San Antonio city,88810,91.9,9.6,72.6,6.9,0.9,2.4,63.2
TX,San Augustine city,(X),65.6,35.4,39.7,51.8,0.3,0.4,10.5
TX,San Benito city,41563,77,26.9,86,0.5,0.3,0.3,90.7
TX,San Carlos CDP,176250,62.9,27.6,96.4,0,0,0,98.5
TX,San Carlos I CDP,19299,86.1,17.4,99.7,0,0,0,100
TX,San Carlos II CDP,(X),87.7,20.7,98.5,0.4,0,0,98.5
TX,Sanctuary town,93289,72,15.3,94.2,0.6,0.3,1.2,3.3
TX,Sanderson CDP,40000,91.6,6.4,84.7,0.4,0.6,0.4,51.4
TX,Sandia CDP,41250,50,0,84.4,1.6,2.6,0,65.7
TX,San Diego city,32250,78.7,10.9,88.9,0.4,0.2,0.1,94
TX,Sandoval CDP,45875,99.3,2.6,100,0,0,0,100
TX,Sand Springs CDP,67917,45.5,43.4,92.3,0.5,0.8,0.4,18.4
TX,Sandy Hollow-Escondidas CDP,44916,55.6,17.4,88.9,2,0.7,0,59.5
TX,San Elizario CDP,51456,92.1,2,87.7,0.1,0.5,0.1,98.7
TX,San Felipe town,30179,69.6,6.4,64.3,28.2,0.1,0,13.4
TX,San Fernando CDP,49375,74.4,15.3,100,0,0,0,100
TX,Sanford town,41071,79,32.3,91.5,0.6,2.4,0,6.7
TX,Sanger city,33945,80.1,9.1,86.4,3.4,0.8,0.6,17.7
TX,San Isidro CDP,50795,91.6,7.1,93.8,0,0,0,90.8
